Ýstanbul Barajlarýnýn Günlük Doluluk Oranlarý (%);;;;;;;;;;
Tarih;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar
15.03.2020;96,88%;99,49%;87,38%;56,53%;49,07%;41,31%;44,25%;7,58%;3,48%;21,55%
16.03.2020;97,13%;99,76%;88,04%;56,53%;49,07%;41,13%;44,17%;8,27%;4,47%;24,47%
17.03.2020;97,29%;99,99%;88,04%;56,87%;48,90%;41,13%;44,47%;8,77%;5,19%;29,62%
18.03.2020;97,63%;100,00%;87,46%;56,70%;48,57%;40,78%;44,32%;8,97%;5,26%;31,15%
19.03.2020;97,63%;100,00%;87,38%;57,04%;48,41%;40,60%;43,88%;8,49%;5,35%;30,66%
20.03.2020;97,55%;100,00%;87,29%;57,04%;46,94%;40,78%;43,65%;8,99%;5,26%;29,96%
21.03.2020;97,21%;100,00%;86,88%;57,04%;45,81%;40,60%;43,52%;9,11%;5,13%;28,93%
22.03.2020;97,13%;100,00%;86,54%;57,04%;45,01%;40,42%;43,65%;9,11%;4,90%;27,94%
23.03.2020;96,88%;100,00%;86,54%;57,04%;43,11%;40,24%;43,59%;9,11%;4,99%;26,54%
24.03.2020;96,62%;100,00%;86,17%;56,87%;41,93%;40,07%;43,52%;9,14%;5,23%;25,81%
25.03.2020;96,46%;100,00%;85,95%;57,04%;41,24%;40,07%;43,59%;9,20%;7,23%;26,88%
26.03.2020;96,37%;100,00%;85,66%;57,54%;40,24%;40,07%;43,45%;9,79%;8,32%;30,91%
27.03.2020;96,12%;100,00%;85,36%;57,71%;39,64%;40,24%;43,31%;9,45%;8,65%;35,34%
28.03.2020;96,04%;100,00%;85,15%;58,04%;39,04%;40,07%;43,52%;9,58%;8,80%;33,74%
29.03.2020;95,87%;100,00%;85,51%;58,38%;38,66%;40,24%;43,24%;9,42%;8,83%;33,84%
30.03.2020;96,88%;100,00%;87,88%;58,72%;38,81%;40,42%;43,52%;9,89%;9,02%;33,92%
31.03.2020;97,21%;100,00%;87,88%;58,72%;38,07%;40,78%;43,31%;10,38%;9,42%;33,51%
1.04.2020;97,21%;100,00%;87,71%;58,89%;37,47%;40,60%;43,11%;9,48%;9,56%;32,89%
2.04.2020;97,21%;100,00%;87,63%;58,89%;36,96%;40,42%;42,97%;10,23%;9,35%;32,21%
3.04.2020;97,80%;100,00%;89,13%;60,25%;37,84%;40,95%;43,18%;10,61%;9,49%;34,26%
4.04.2020;98,14%;100,00%;89,21%;61,79%;38,74%;41,66%;43,88%;11,17%;9,68%;48,72%
5.04.2020;98,22%;100,00%;89,38%;62,64%;38,89%;42,02%;44,02%;12,09%;9,95%;50,93%
6.04.2020;98,56%;100,00%;89,38%;68,03%;39,49%;42,91%;44,17%;26,41%;20,12%;87,07%
7.04.2020;98,39%;100,00%;89,63%;71,74%;40,09%;43,80%;44,63%;32,91%;22,55%;86,08%
8.04.2020;98,22%;100,00%;89,79%;72,46%;39,86%;43,97%;44,39%;35,14%;23,21%;99,81%
9.04.2020;98,14%;100,00%;89,54%;73,35%;39,56%;44,15%;44,47%;35,79%;23,33%;98,81%
10.04.2020;97,97%;100,00%;89,29%;73,35%;39,41%;44,15%;44,87%;36,65%;23,47%;95,37%
11.04.2020;97,80%;100,00%;89,13%;73,71%;39,11%;44,33%;44,79%;37,85%;23,74%;90,50%
12.04.2020;97,63%;100,00%;89,13%;74,07%;38,59%;44,33%;44,63%;38,33%;24,01%;85,97%
13.04.2020;97,55%;100,00%;88,88%;74,25%;38,36%;44,15%;44,55%;38,46%;23,94%;80,85%
14.04.2020;97,29%;100,00%;88,63%;74,43%;37,92%;44,15%;44,39%;37,97%;23,33%;78,31%
15.04.2020;97,13%;100,00%;88,46%;74,61%;37,33%;44,15%;44,47%;38,33%;23,42%;75,86%
16.04.2020;97,04%;100,00%;88,38%;74,97%;37,25%;44,33%;44,63%;38,46%;23,70%;73,98%
17.04.2020;96,88%;99,99%;87,71%;75,15%;37,18%;44,33%;44,55%;38,59%;23,21%;72,44%
18.04.2020;96,88%;99,99%;87,63%;75,51%;36,81%;44,15%;44,47%;38,27%;22,99%;70,38%
19.04.2020;96,79%;99,98%;87,46%;75,69%;36,09%;44,15%;44,63%;38,09%;22,75%;67,30%
20.04.2020;96,79%;99,97%;87,46%;75,87%;35,94%;44,15%;44,55%;38,15%;22,52%;64,22%
21.04.2020;96,62%;99,97%;86,96%;76,05%;35,44%;43,97%;44,39%;38,09%;22,52%;60,07%
22.04.2020;96,54%;99,97%;86,54%;76,05%;34,58%;43,97%;42,66%;37,97%;22,37%;55,90%
23.04.2020;96,54%;99,98%;86,24%;76,24%;33,95%;43,80%;42,34%;37,91%;21,98%;53,74%
24.04.2020;96,62%;99,99%;85,88%;76,24%;33,60%;43,62%;41,85%;37,91%;21,20%;53,02%
25.04.2020;96,46%;99,99%;85,36%;76,42%;32,83%;43,62%;41,29%;37,61%;20,46%;52,34%
26.04.2020;96,62%;100,00%;85,00%;76,42%;32,07%;43,44%;40,61%;37,45%;19,71%;50,86%
27.04.2020;96,62%;100,00%;85,15%;76,60%;31,26%;43,62%;40,04%;37,97%;19,33%;49,76%
28.04.2020;96,79%;99,99%;84,85%;76,78%;30,85%;43,26%;39,32%;38,21%;18,90%;48,57%
29.04.2020;97,04%;99,98%;84,27%;76,78%;30,45%;43,08%;38,46%;37,67%;18,18%;48,30%
30.04.2020;97,04%;99,97%;84,13%;76,96%;29,72%;43,08%;37,31%;35,72%;17,44%;46,83%
1.05.2020;97,13%;99,81%;83,98%;77,14%;29,32%;42,91%;37,46%;37,56%;16,95%;46,67%
2.05.2020;97,21%;99,76%;83,54%;77,32%;28,80%;42,73%;36,82%;37,50%;16,58%;44,96%
3.05.2020;97,38%;99,60%;83,69%;77,87%;28,41%;42,91%;36,42%;37,61%;16,08%;45,73%
4.05.2020;97,63%;99,49%;83,25%;78,42%;27,95%;43,26%;35,80%;38,27%;15,92%;47,35%
5.05.2020;97,97%;99,54%;83,69%;78,97%;28,34%;43,62%;36,30%;38,39%;16,04%;50,94%
6.05.2020;98,22%;99,60%;83,32%;79,15%;27,95%;43,44%;35,91%;39,26%;15,54%;53,64%
7.05.2020;98,39%;99,60%;83,54%;79,51%;28,73%;43,62%;36,17%;40,35%;15,39%;56,22%
8.05.2020;98,47%;99,49%;83,03%;79,88%;29,32%;43,62%;36,36%;42,34%;15,32%;58,67%
9.05.2020;98,39%;99,49%;82,74%;79,88%;29,25%;43,44%;36,23%;42,88%;15,05%;57,85%
10.05.2020;98,22%;99,33%;82,23%;80,07%;29,19%;43,44%;36,11%;43,43%;14,59%;55,18%
11.05.2020;98,39%;99,28%;82,01%;80,07%;29,39%;43,26%;36,04%;44,39%;14,04%;52,87%
12.05.2020;98,39%;99,17%;82,01%;80,07%;29,25%;43,26%;35,80%;44,01%;13,38%;49,46%
13.05.2020;98,22%;99,28%;81,65%;80,07%;29,19%;43,08%;35,45%;44,92%;13,41%;44,95%
14.05.2020;98,14%;99,17%;81,06%;79,88%;28,93%;42,73%;35,33%;44,20%;12,96%;44,34%
15.05.2020;98,05%;99,12%;80,63%;80,07%;28,86%;42,55%;35,18%;42,88%;12,37%;43,86%
16.05.2020;97,97%;99,12%;80,41%;80,07%;28,80%;42,55%;35,10%;43,68%;12,03%;46,52%
17.05.2020;98,05%;99,07%;79,97%;79,88%;28,73%;42,37%;34,50%;43,35%;11,74%;41,58%
18.05.2020;97,88%;98,96%;79,53%;79,88%;28,47%;42,20%;33,93%;42,72%;11,33%;40,19%
19.05.2020;97,80%;98,85%;78,98%;79,70%;28,41%;42,02%;33,79%;42,34%;10,83%;39,98%
20.05.2020;97,55%;98,75%;78,73%;79,70%;28,34%;41,66%;33,72%;40,91%;10,04%;39,79%
21.05.2020;97,55%;98,64%;78,29%;79,70%;28,15%;41,49%;33,52%;40,98%;9,59%;37,05%
22.05.2020;97,46%;98,53%;77,73%;79,51%;28,02%;41,49%;33,39%;40,61%;9,42%;35,58%
23.05.2020;97,63%;98,48%;77,79%;79,70%;28,02%;41,31%;33,33%;40,61%;9,24%;33,95%
24.05.2020;97,72%;98,43%;77,73%;79,70%;27,95%;41,13%;33,19%;40,61%;8,80%;31,86%
25.05.2020;97,80%;98,27%;77,48%;79,51%;27,95%;40,95%;33,07%;39,61%;8,14%;29,03%
26.05.2020;97,88%;98,11%;76,92%;79,51%;27,89%;40,78%;33,01%;39,40%;7,61%;26,53%
27.05.2020;97,80%;98,00%;76,73%;79,33%;27,76%;40,60%;33,01%;38,15%;7,12%;25,41%
28.05.2020;97,72%;98,05%;76,42%;79,33%;27,70%;40,60%;33,01%;37,97%;6,65%;26,01%
29.05.2020;97,80%;98,16%;76,23%;79,33%;27,82%;40,42%;32,89%;36,14%;6,17%;27,08%
30.05.2020;97,80%;98,16%;76,04%;79,51%;27,95%;40,24%;32,77%;35,33%;5,69%;27,92%
31.05.2020;97,72%;98,21%;75,73%;79,51%;28,15%;40,07%;32,70%;34,25%;5,29%;28,59%
1.06.2020;97,55%;98,11%;75,42%;79,33%;28,08%;40,07%;32,53%;33,28%;4,77%;28,86%
2.06.2020;97,38%;98,16%;75,29%;79,51%;28,02%;39,89%;32,36%;32,50%;4,18%;30,08%
3.06.2020;97,21%;98,27%;75,10%;79,70%;28,28%;39,89%;32,41%;31,70%;3,84%;30,49%
4.06.2020;97,29%;98,43%;74,73%;79,70%;28,41%;40,07%;32,30%;31,53%;3,91%;34,63%
5.06.2020;97,21%;98,32%;74,54%;79,51%;28,28%;39,71%;32,13%;31,02%;3,80%;27,25%
6.06.2020;97,04%;98,16%;74,17%;79,33%;28,08%;39,71%;32,02%;30,24%;3,38%;32,31%
7.06.2020;96,96%;97,95%;73,92%;79,33%;27,95%;39,53%;31,73%;28,79%;3,15%;32,78%
8.06.2020;96,79%;97,63%;73,48%;79,15%;27,70%;39,53%;31,66%;27,79%;3,00%;32,03%
9.06.2020;96,71%;97,47%;73,04%;79,15%;27,50%;39,35%;31,44%;26,93%;2,85%;31,83%
10.06.2020;96,46%;97,26%;72,73%;78,97%;27,25%;39,02%;31,08%;26,45%;2,67%;29,95%
11.06.2020;96,37%;97,04%;72,35%;78,78%;27,06%;38,85%;30,88%;25,03%;2,43%;29,23%
12.06.2020;96,21%;96,83%;72,04%;78,60%;26,87%;38,51%;30,67%;24,17%;2,13%;29,17%
13.06.2020;95,87%;96,72%;71,48%;78,78%;26,43%;38,18%;30,48%;23,50%;2,01%;28,78%
14.06.2020;95,62%;96,62%;70,98%;78,60%;26,30%;37,84%;30,22%;22,79%;1,80%;30,13%
15.06.2020;95,45%;96,57%;70,67%;78,60%;26,49%;37,67%;30,22%;22,65%;2,10%;39,06%
16.06.2020;95,45%;96,30%;70,35%;78,78%;26,30%;37,50%;29,97%;22,83%;2,67%;40,30%
17.06.2020;95,45%;95,98%;69,98%;78,78%;26,24%;37,34%;29,67%;22,18%;3,00%;38,78%
18.06.2020;95,45%;95,66%;69,60%;78,78%;26,05%;37,17%;29,56%;21,90%;3,38%;35,35%
19.06.2020;95,70%;95,87%;69,17%;78,97%;26,43%;37,67%;29,62%;22,27%;3,77%;34,27%
20.06.2020;96,12%;95,98%;69,29%;78,97%;26,93%;38,01%;29,73%;22,61%;3,51%;32,34%
21.06.2020;96,29%;96,03%;69,04%;78,78%;26,87%;37,84%;29,62%;21,86%;3,35%;29,82%
22.06.2020;96,29%;95,98%;68,60%;78,78%;26,74%;37,50%;29,44%;21,11%;2,63%;25,88%
23.06.2020;96,46%;95,82%;68,35%;78,60%;26,55%;37,34%;29,33%;20,50%;2,30%;22,68%
24.06.2020;96,71%;96,03%;69,60%;78,42%;27,19%;40,07%;30,03%;20,33%;2,74%;24,23%
25.06.2020;96,79%;95,87%;69,23%;78,42%;26,99%;41,13%;30,22%;20,19%;2,46%;25,56%
26.06.2020;96,96%;95,71%;69,04%;78,24%;26,99%;41,31%;30,03%;19,43%;1,83%;25,32%
27.06.2020;97,04%;95,55%;68,67%;78,05%;26,93%;40,95%;29,97%;18,70%;2,13%;25,70%
28.06.2020;96,96%;95,39%;68,17%;77,87%;26,80%;40,78%;29,85%;17,62%;1,98%;26,14%
29.06.2020;96,79%;95,29%;67,73%;77,87%;26,68%;40,60%;29,73%;16,72%;1,83%;26,66%
30.06.2020;96,88%;95,02%;67,29%;77,69%;26,62%;40,42%;29,50%;16,43%;1,69%;26,40%
1.07.2020;96,88%;94,70%;66,85%;77,32%;26,43%;40,07%;29,38%;14,95%;1,56%;25,12%
2.07.2020;96,71%;94,54%;66,42%;77,14%;26,30%;39,89%;29,17%;14,92%;1,38%;25,14%
3.07.2020;96,54%;94,60%;66,04%;76,78%;26,11%;39,71%;29,06%;13,81%;1,20%;25,16%
4.07.2020;96,29%;94,49%;65,54%;76,42%;26,11%;39,35%;28,90%;14,02%;1,38%;25,19%
5.07.2020;95,96%;94,33%;65,04%;76,05%;25,86%;39,19%;28,76%;14,30%;1,48%;25,09%
6.07.2020;95,79%;94,12%;64,60%;75,69%;25,55%;38,85%;28,45%;14,30%;1,64%;24,28%
7.07.2020;95,70%;93,85%;64,10%;75,33%;25,43%;38,51%;27,98%;14,34%;1,75%;23,27%
8.07.2020;95,45%;93,69%;63,48%;74,97%;25,25%;38,35%;27,62%;14,97%;1,86%;21,77%
9.07.2020;95,21%;93,37%;62,92%;74,43%;25,06%;38,01%;27,47%;15,12%;1,98%;22,02%
10.07.2020;95,21%;92,95%;62,42%;73,89%;24,94%;37,67%;27,12%;14,92%;2,13%;22,61%
11.07.2020;95,04%;92,63%;62,04%;73,35%;24,69%;37,34%;26,98%;14,64%;2,33%;23,05%
12.07.2020;94,87%;92,29%;61,54%;72,82%;24,57%;37,00%;26,78%;14,76%;2,36%;23,28%
13.07.2020;94,79%;91,89%;61,10%;72,46%;24,45%;36,83%;26,45%;15,00%;2,30%;23,41%
14.07.2020;94,54%;91,65%;60,60%;71,92%;24,27%;36,49%;26,33%;13,56%;2,16%;23,67%
15.07.2020;94,37%;91,40%;60,05%;71,57%;24,15%;36,33%;26,14%;12,92%;2,13%;24,13%
16.07.2020;94,21%;91,19%;59,69%;71,21%;24,03%;36,16%;26,01%;11,82%;2,20%;24,68%
17.07.2020;94,04%;90,82%;59,17%;71,03%;23,91%;35,82%;25,96%;10,71%;2,26%;25,22%
18.07.2020;93,88%;90,61%;58,85%;70,50%;23,67%;35,48%;25,73%;10,10%;2,33%;25,23%
19.07.2020;93,71%;90,29%;58,54%;70,15%;23,49%;35,32%;25,55%;9,32%;2,39%;25,91%
20.07.2020;93,63%;89,97%;58,18%;69,79%;23,31%;34,98%;25,37%;8,54%;2,46%;26,73%
21.07.2020;93,47%;89,75%;57,86%;69,44%;23,25%;34,64%;25,29%;8,02%;2,63%;27,09%
22.07.2020;93,30%;89,54%;57,34%;68,91%;23,02%;34,48%;25,15%;6,83%;2,56%;27,78%
23.07.2020;93,05%;89,28%;56,93%;68,56%;22,78%;34,31%;24,86%;6,60%;2,60%;28,41%
24.07.2020;92,81%;89,12%;56,61%;68,03%;22,66%;33,97%;24,65%;6,23%;2,63%;29,01%
25.07.2020;92,64%;88,90%;56,15%;67,68%;22,20%;33,63%;24,52%;5,94%;2,67%;29,58%
26.07.2020;92,23%;88,69%;55,99%;67,33%;22,14%;33,30%;24,32%;5,80%;2,70%;28,68%
27.07.2020;91,74%;88,48%;55,52%;66,80%;21,97%;32,96%;24,05%;5,62%;2,74%;28,79%
28.07.2020;91,33%;88,26%;55,26%;66,45%;21,85%;32,79%;23,93%;5,18%;2,88%;30,53%
29.07.2020;90,84%;88,05%;54,79%;66,11%;21,73%;32,62%;23,74%;5,11%;2,85%;30,83%
30.07.2020;90,35%;87,84%;54,17%;65,93%;21,56%;32,29%;23,49%;4,93%;2,81%;31,18%
31.07.2020;89,81%;87,68%;53,44%;65,58%;21,50%;31,95%;23,32%;4,66%;2,77%;31,39%
1.08.2020;89,38%;87,52%;52,97%;65,06%;21,39%;31,62%;23,09%;4,23%;2,81%;31,76%
2.08.2020;88,86%;87,36%;52,55%;64,72%;21,33%;31,45%;22,97%;4,00%;2,81%;32,06%
3.08.2020;88,50%;87,09%;52,08%;64,37%;21,22%;31,28%;22,80%;3,78%;2,81%;32,18%
4.08.2020;88,01%;86,88%;51,67%;63,85%;21,10%;30,94%;22,70%;3,47%;2,77%;32,24%
5.08.2020;87,53%;86,61%;51,20%;63,33%;20,99%;30,77%;22,59%;3,39%;2,81%;32,48%
6.08.2020;86,97%;86,40%;50,83%;62,82%;20,82%;30,27%;22,44%;3,52%;2,81%;32,77%
7.08.2020;86,41%;86,24%;50,36%;62,30%;20,71%;30,10%;22,20%;3,68%;2,77%;33,07%
8.08.2020;85,94%;86,03%;49,95%;61,96%;20,54%;29,76%;21,94%;3,64%;2,96%;33,36%
9.08.2020;85,30%;85,87%;49,43%;61,61%;20,43%;29,60%;21,62%;3,72%;3,03%;33,64%
10.08.2020;84,75%;85,66%;49,06%;61,10%;20,31%;29,43%;21,32%;3,84%;3,00%;33,94%
11.08.2020;84,20%;85,39%;48,65%;60,59%;20,26%;29,09%;21,02%;4,11%;3,00%;34,43%
12.08.2020;83,65%;85,12%;48,13%;60,25%;20,20%;28,76%;20,86%;4,30%;2,96%;33,97%
13.08.2020;83,02%;84,97%;47,71%;59,74%;20,09%;28,59%;20,63%;4,64%;3,00%;33,37%
14.08.2020;82,47%;84,75%;47,24%;59,23%;20,09%;28,25%;20,47%;4,85%;3,00%;32,21%
15.08.2020;81,85%;84,43%;46,67%;58,72%;20,04%;28,08%;20,26%;4,89%;3,00%;31,16%
16.08.2020;81,07%;84,06%;46,15%;58,21%;19,87%;27,75%;20,00%;5,14%;7,31%;30,27%
17.08.2020;80,53%;83,79%;45,63%;57,71%;19,76%;27,58%;19,76%;5,43%;7,31%;30,05%
18.08.2020;79,99%;83,48%;45,00%;57,37%;19,76%;27,24%;19,62%;5,51%;7,31%;28,45%
19.08.2020;79,45%;83,16%;44,67%;56,87%;19,81%;26,90%;19,35%;5,64%;7,31%;27,86%
20.08.2020;78,84%;82,84%;44,29%;56,53%;19,87%;26,74%;19,06%;5,72%;7,31%;27,67%
21.08.2020;78,76%;82,52%;43,92%;56,20%;20,93%;26,57%;18,77%;5,96%;7,48%;28,09%
22.08.2020;78,15%;82,20%;44,08%;55,69%;21,16%;26,40%;18,44%;5,94%;7,48%;29,53%
23.08.2020;77,61%;81,99%;43,75%;55,19%;21,33%;26,23%;18,18%;5,75%;7,48%;29,58%
24.08.2020;76,93%;81,67%;43,42%;54,69%;21,39%;26,06%;17,98%;6,13%;7,43%;29,80%
25.08.2020;76,32%;81,40%;43,08%;54,20%;21,33%;25,73%;17,78%;6,21%;7,37%;30,33%
26.08.2020;75,79%;81,03%;42,67%;53,70%;21,39%;25,56%;17,55%;6,40%;7,34%;30,67%
27.08.2020;75,26%;80,76%;42,29%;53,37%;21,45%;25,22%;17,36%;6,45%;7,34%;30,90%
28.08.2020;74,66%;80,55%;41,54%;53,04%;21,39%;25,05%;17,10%;6,45%;7,28%;31,17%
29.08.2020;74,13%;80,28%;41,54%;52,54%;21,33%;24,72%;16,81%;6,60%;7,28%;31,50%
30.08.2020;73,61%;79,91%;41,25%;52,05%;21,45%;24,55%;16,49%;6,68%;7,28%;31,77%
31.08.2020;73,01%;79,59%;40,88%;51,55%;21,45%;24,38%;16,34%;6,37%;7,20%;32,04%
1.09.2020;72,41%;79,27%;40,48%;51,06%;21,45%;24,04%;16,14%;6,71%;7,20%;32,30%
2.09.2020;71,89%;79,06%;40,22%;50,74%;21,39%;23,71%;15,90%;6,71%;7,15%;30,82%
3.09.2020;71,30%;78,79%;39,79%;50,25%;21,39%;23,37%;15,67%;7,12%;7,20%;32,90%
4.09.2020;70,63%;78,47%;39,46%;49,76%;21,39%;23,20%;15,48%;7,19%;7,20%;33,21%
5.09.2020;70,05%;78,05%;39,13%;49,27%;21,45%;23,03%;15,10%;7,26%;7,34%;33,47%
6.09.2020;69,39%;77,89%;38,69%;48,78%;21,39%;22,70%;14,94%;7,26%;7,37%;33,69%
7.09.2020;68,73%;77,52%;38,33%;48,30%;21,33%;22,53%;14,79%;7,38%;7,34%;33,92%
8.09.2020;68,00%;77,30%;38,11%;48,14%;21,39%;22,23%;14,62%;7,48%;7,40%;34,13%
9.09.2020;67,64%;76,93%;38,04%;47,81%;21,28%;22,08%;14,23%;7,53%;7,43%;34,25%
10.09.2020;66,91%;76,61%;37,74%;47,33%;21,28%;21,78%;14,14%;7,60%;7,48%;34,72%
11.09.2020;66,48%;76,24%;37,60%;46,85%;21,22%;21,63%;14,05%;7,63%;7,51%;34,58%
12.09.2020;65,90%;75,87%;37,49%;46,53%;21,16%;21,33%;13,65%;7,63%;7,51%;34,69%
13.09.2020;65,47%;75,44%;37,20%;46,21%;21,16%;21,18%;13,31%;7,88%;7,57%;34,84%
14.09.2020;65,04%;75,17%;36,83%;45,73%;21,10%;21,03%;13,11%;8,02%;7,67%;34,87%
15.09.2020;64,40%;74,75%;36,47%;45,25%;21,10%;20,88%;13,04%;8,14%;7,73%;34,91%
16.09.2020;63,83%;74,38%;36,10%;44,77%;21,10%;20,73%;12,78%;8,14%;7,73%;34,94%
17.09.2020;63,40%;73,95%;35,67%;44,29%;21,10%;20,58%;12,56%;8,05%;7,76%;35,14%
18.09.2020;62,76%;73,53%;35,30%;43,82%;21,10%;20,28%;12,60%;8,14%;7,73%;35,05%
19.09.2020;62,13%;73,21%;34,94%;43,18%;21,10%;20,13%;12,04%;8,42%;7,85%;35,11%
20.09.2020;61,71%;72,73%;34,65%;42,87%;21,05%;19,98%;11,76%;8,42%;7,89%;34,67%
21.09.2020;61,07%;72,46%;34,28%;42,55%;21,10%;19,83%;11,64%;8,24%;7,92%;35,21%
22.09.2020;60,52%;72,09%;33,84%;42,08%;21,10%;19,68%;11,56%;8,51%;8,05%;34,91%
23.09.2020;60,03%;71,66%;33,59%;41,77%;21,10%;19,53%;11,37%;8,14%;8,12%;34,34%
24.09.2020;59,40%;71,40%;33,19%;41,30%;21,10%;19,38%;11,23%;7,74%;8,14%;33,60%
25.09.2020;58,91%;71,02%;32,93%;40,99%;21,10%;19,23%;11,05%;7,45%;8,14%;32,55%
26.09.2020;58,32%;70,60%;32,53%;40,67%;21,10%;18,93%;10,95%;6,74%;8,14%;32,06%
27.09.2020;57,68%;70,23%;32,24%;40,36%;21,10%;18,78%;10,85%;6,80%;8,17%;31,02%
28.09.2020;56,85%;69,75%;31,80%;40,05%;21,16%;18,78%;10,76%;6,74%;8,17%;31,15%
29.09.2020;56,17%;69,32%;31,47%;39,58%;21,16%;18,78%;10,58%;6,43%;8,17%;31,39%
30.09.2020;55,70%;68,95%;32,46%;39,27%;21,22%;18,78%;10,38%;5,80%;8,19%;30,42%
1.10.2020;55,09%;68,63%;32,13%;38,96%;21,28%;18,63%;10,26%;5,98%;8,19%;29,26%
2.10.2020;54,48%;68,26%;31,73%;38,65%;21,28%;18,63%;10,22%;5,31%;8,19%;28,24%
3.10.2020;53,87%;67,89%;31,36%;38,35%;21,28%;18,47%;10,14%;5,33%;8,19%;26,79%
4.10.2020;53,27%;67,51%;30,96%;37,89%;21,28%;18,47%;9,95%;4,87%;8,19%;25,44%
5.10.2020;52,74%;67,09%;30,67%;37,42%;21,22%;18,32%;9,77%;4,53%;8,19%;24,85%
6.10.2020;52,14%;66,71%;30,20%;37,12%;21,28%;18,02%;9,67%;4,09%;8,19%;23,25%
7.10.2020;51,54%;66,29%;29,69%;36,81%;21,22%;18,02%;9,56%;3,78%;8,19%;20,31%
8.10.2020;50,95%;65,92%;29,40%;36,51%;21,28%;17,87%;9,33%;3,93%;8,22%;18,92%
9.10.2020;50,75%;65,65%;30,23%;36,35%;21,68%;18,32%;9,24%;4,38%;8,22%;19,18%
10.10.2020;50,55%;65,44%;30,60%;36,05%;21,85%;18,32%;9,21%;4,80%;8,24%;19,36%
11.10.2020;50,03%;64,96%;30,20%;35,74%;22,02%;18,17%;9,09%;4,98%;8,24%;19,24%
12.10.2020;49,51%;64,53%;29,87%;35,44%;22,02%;18,17%;9,00%;5,00%;8,24%;20,13%
13.10.2020;48,98%;64,05%;29,54%;34,98%;22,02%;18,02%;8,91%;4,95%;8,24%;20,01%
14.10.2020;48,40%;63,68%;29,32%;34,68%;22,14%;17,87%;8,69%;5,21%;8,27%;20,35%
15.10.2020;48,01%;63,36%;28,96%;34,38%;22,14%;17,87%;8,54%;5,56%;8,27%;20,56%
16.10.2020;47,43%;63,11%;28,56%;34,23%;22,20%;17,72%;8,47%;5,51%;8,27%;20,85%
17.10.2020;46,85%;62,93%;28,30%;33,93%;22,20%;17,57%;8,37%;5,62%;8,27%;21,09%
18.10.2020;46,21%;62,71%;27,94%;33,78%;22,20%;17,57%;8,13%;5,46%;8,30%;21,65%
19.10.2020;46,02%;62,59%;29,47%;33,47%;22,20%;17,42%;7,90%;5,59%;8,27%;19,31%
20.10.2020;45,70%;62,45%;29,18%;33,17%;22,20%;17,27%;7,70%;5,14%;8,27%;16,89%
21.10.2020;45,89%;62,52%;30,09%;33,17%;22,37%;17,12%;7,50%;4,93%;8,27%;17,98%
22.10.2020;45,51%;62,37%;29,87%;32,87%;22,61%;16,97%;7,36%;4,66%;8,27%;17,68%
23.10.2020;45,19%;62,19%;29,58%;32,72%;22,72%;16,82%;7,20%;4,60%;8,27%;18,77%
24.10.2020;44,68%;61,97%;29,32%;32,42%;22,61%;16,67%;7,10%;3,97%;8,24%;19,47%
25.10.2020;44,12%;61,75%;28,92%;32,28%;22,55%;16,52%;7,06%;3,58%;8,24%;20,25%
26.10.2020;43,55%;61,53%;28,67%;31,98%;22,55%;16,37%;6,93%;3,76%;8,24%;20,93%
27.10.2020;42,99%;61,35%;28,34%;31,68%;22,55%;16,37%;6,73%;4,00%;8,22%;21,14%
28.10.2020;42,49%;61,13%;28,12%;31,38%;22,61%;16,22%;6,61%;4,21%;8,19%;21,16%
29.10.2020;41,86%;60,94%;27,86%;31,83%;22,49%;17,12%;6,39%;4,53%;8,17%;21,99%
30.10.2020;41,24%;60,72%;27,54%;31,98%;23,08%;16,97%;6,33%;4,68%;8,14%;21,67%
31.10.2020;41,06%;60,57%;27,46%;31,98%;23,79%;17,27%;6,28%;4,56%;8,14%;22,32%
1.11.2020;40,81%;60,39%;27,43%;31,68%;24,03%;17,12%;6,14%;4,33%;7,82%;20,23%
2.11.2020;40,38%;60,17%;27,06%;31,53%;24,15%;16,97%;6,09%;4,21%;7,57%;18,85%
3.11.2020;39,95%;59,91%;26,77%;31,38%;24,21%;16,97%;6,17%;4,09%;7,34%;17,48%
4.11.2020;39,58%;59,62%;26,63%;31,38%;24,39%;16,97%;6,17%;3,76%;6,88%;18,62%
5.11.2020;39,28%;59,51%;27,24%;31,38%;24,94%;17,42%;6,25%;3,34%;6,38%;17,54%
6.11.2020;38,85%;59,40%;27,35%;31,23%;25,06%;17,27%;6,33%;3,47%;6,61%;20,50%
7.11.2020;38,61%;59,29%;27,21%;30,79%;25,06%;17,12%;6,33%;3,56%;6,57%;21,17%
8.11.2020;38,31%;59,10%;26,99%;30,20%;25,12%;17,12%;6,28%;3,72%;6,57%;22,60%
9.11.2020;37,94%;58,85%;26,73%;29,90%;25,12%;16,97%;6,28%;3,82%;6,57%;20,31%
10.11.2020;37,40%;58,63%;26,37%;29,46%;25,68%;16,82%;6,22%;3,97%;6,57%;20,93%
11.11.2020;37,04%;58,37%;26,08%;29,02%;25,99%;16,82%;6,14%;4,33%;6,64%;21,60%
12.11.2020;36,62%;58,11%;25,92%;28,72%;26,36%;16,82%;6,09%;4,58%;6,56%;21,58%
